PIDN,ADDRESS,SALE_TEXT,SALES_CODE,LANDUSE_TE,RECD_DATE,RECD_PRICE,CITY_TEXT,DEED,lat,long
040-44-05-001.00,902 WESTERN AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,9/10/2018,43000,COVINGTON,C 6498/ 186,39.0781,-84.5238
040-44-14-036.00,824 PERRY ST,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/14/2018,52400,COVINGTON,C 6501/  37,39.0807,-84.5193
040-44-16-015.00,420 9TH ST W,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/17/2018,42000,COVINGTON,C 6502/ 334,39.0802,-84.5183
041-33-07-032.00,630 WATKINS ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/24/2018,69000,COVINGTON,C 6508/  49,39.0749,-84.521
042-30-00-062.00,3234 MADISON PK,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/14/2018,52000,COVINGTON,C 6501/ 274,39.046,-84.5217
042-30-01-018.00,3299 LOOKOUT VLY,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/28/2018,385500,COVINGTON,C 6510/ 198,39.0435,-84.5262
045-00-01-112.00,9137 HAWKSRIDGE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/27/2018,155900,COVINGTON,I 4171/ 143,38.9904,-84.521
045-00-01-187.00,2483 CAMELLIA CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/26/2018,150000,COVINGTON,I 4170/ 309,38.9887,-84.5223
045-00-01-239.00,2527 EVERGREEN DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/4/2018,152000,COVINGTON,I 4157/ 342,38.9895,-84.5202
045-10-01-054.00,4409 KIDWELL LN,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/5/2018,118000,COVINGTON,I 4158/ 334,38.9789,-84.5346
045-10-01-156.00,2210 FEDDERS CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/7/2018,185500,COVINGTON,I 4161/ 157,38.9782,-84.5359
045-10-01-265.00,4450 URLAGE CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/14/2018,169000,COVINGTON,I 4164/ 338,38.975,-84.5357
045-30-00-001.31,9112 TAMARACK DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/13/2018,137500,COVINGTON,I 4164/ 114,38.9862,-84.5167
045-30-00-001.34,2649 RIDGECREST LN,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/14/2018,116000,COVINGTON,I 4164/ 273,38.9865,-84.5164
045-30-00-106.00,19 WATERSIDE WAY,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/17/2018,140000,COVINGTON,I 4165/ 186,38.9813,-84.526
045-30-00-109.00,22 WATERSIDE WAY,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/17/2018,141000,COVINGTON,I 4166/   7,38.9808,-84.5253
045-30-00-369.00,112 HORIZON CIR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/25/2018,132400,COVINGTON,I 4170/ 222,38.9791,-84.5171
045-30-00-451.00,32 HIDEAWAY DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/5/2018,148000,COVINGTON,I 4159/ 329,38.9793,-84.5196
045-30-00-519.00,130 BLUFFSIDE DR,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/6/2018,121000,COVINGTON,I 4160/ 328,38.9857,-84.5266
045-30-00-628.00,102 JUAREZ CIR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/5/2018,112000,COVINGTON,I 4158/ 318,38.9847,-84.522
045-30-01-043.00,1309 HANDS PK,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/11/2018,105000,COVINGTON,I 4163/  62,38.98,-84.5139
045-40-00-066.00,93 GREEN HILL DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/17/2018,150000,COVINGTON,I 4165/ 325,38.975,-84.5263
054-14-11-002.00,122 4TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,VACANT LAND,9/5/2018,350000,COVINGTON,C 6495/ 150,39.0877,-84.5082
054-21-04-019.00,241 PERSHING AVE,SALE PRICE NOT FAIR MARKET VALUE,19,VACANT LAND,9/19/2018,2000,COVINGTON,C 6505/  54,39.0835,-84.5152
054-21-05-018.01,710 MAIN ST,,9999,SINGLE FAMILY,9/28/2018,168000,COVINGTON,C 6512/  52,39.0824,-84.5173
054-21-08-010.00,213 COVINGTON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/10/2018,195000,COVINGTON,C 6498/  49,39.0857,-84.5147
054-21-08-012.00,209 COVINGTON AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/28/2018,237000,COVINGTON,C 6510/ 243,39.0857,-84.5145
054-21-24-002.00,25-29 7TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,RETAIL OFFICE/WHSE,9/20/2018,2500000,COVINGTON,C 6506/  62,39.0829,-84.5109
054-22-06-003.00,339 LOCKWOOD ST,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/24/2018,143900,COVINGTON,C 6507/ 314,39.0807,-84.5169
054-22-09-005.00,417 11TH ST W,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,9/24/2018,17200,COVINGTON,C 6507/ 224,39.0775,-84.5163
054-22-12-009.00,815 GREER AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,4-19 UNIT APARTMENTS,9/13/2018,150000,COVINGTON,C 6500/ 133,39.0814,-84.5158
054-22-14-005.00,1020 LEE ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/5/2018,67000,COVINGTON,C 6493/ 310,39.0787,-84.5157
054-22-14-013.00,1036 LEE ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/12/2018,218700,COVINGTON,C 6499/ 323,39.0781,-84.5155
054-22-18-032.00,326 12TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/24/2018,32000,COVINGTON,C 6507/ 311,39.0769,-84.5148
054-22-22-012.00,1226 FISK ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/5/2018,142000,COVINGTON,C 6493/ 334,39.0759,-84.514
054-22-33-016.00,1130 BANKLICK ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,9/24/2018,26500,COVINGTON,C 6508/ 168,39.0773,-84.5125
054-22-37-007.00,113-15 10TH ST W,NH SALE/CHANGED BY CONSTRUCTION,8,TWO FAMILY,9/24/2018,199900,COVINGTON,C 6507/ 336,39.0801,-84.5115
054-23-09-001.00,802 MADISON AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,RETAIL W/APARTMENTS,9/10/2018,240000,COVINGTON,C 6498/ 248,39.0822,-84.5095
054-23-22-005.00,421 GARRARD ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,OFFICE BLDG 1 OR 2 STORY,9/25/2018,490000,COVINGTON,C 6509/   9,39.0869,-84.5064
054-24-18-024.00,104 TREVOR ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,9/28/2018,34000,COVINGTON,C 6511/ 147,39.0775,-84.5067
054-24-20-015.00,1315 GREENUP ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,4-19 UNIT APARTMENTS,9/10/2018,139000,COVINGTON,C 6498/  26,39.0764,-84.5053
054-42-03-039.00,310 TREVOR ST,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/13/2018,500,COVINGTON,C 6500/ 125,39.0781,-84.5032
054-42-11-012.00,1319 MARYLAND AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/10/2018,40000,COVINGTON,C 6498/ 212,39.0769,-84.5005
055-11-13-002.00,431 16TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/5/2018,60000,COVINGTON,C 6494/  59,39.0702,-84.5155
055-11-16-008.00,1517 ST CLAIR ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,9/28/2018,29000,COVINGTON,C 6510/ 221,39.0722,-84.5146
055-11-26-016.00,1541 BANKLICK ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,TWO FAMILY,9/24/2018,35500,COVINGTON,C 6506/ 235,39.072,-84.5118
055-12-02-006.00,607 EDGECLIFF RD,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,9/18/2018,58000,COVINGTON,C 6504/ 169,39.0683,-84.5174
055-12-10-022.00,1810 JEFFERSON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/28/2018,105000,COVINGTON,C 6511/ 281,39.0673,-84.514
055-12-16-015.00,1719 WOODBURN AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/17/2018,70000,COVINGTON,C 6502/ 331,39.0689,-84.5129
055-13-06-002.00,1629 MADISON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,MEDICAL CLINIC / OFFICE,9/11/2018,205000,COVINGTON,C 6499/ 222,39.071,-84.5073
055-14-03-017.00,212 20TH ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/21/2018,29000,COVINGTON,C 6506/ 160,39.066,-84.5097
055-14-16-008.00,1823 PEARL ST,SALE PRICE NOT FAIR MARKET VALUE,19,TWO FAMILY,9/25/2018,55000,COVINGTON,C 6508/ 212,39.0686,-84.5057
055-14-18-015.00,16 20TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/24/2018,49900,COVINGTON,C 6507/ 283,39.0672,-84.5052
055-14-19-006.00,1907 SCOTT ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/10/2018,70000,COVINGTON,C 6498/ 286,39.068,-84.5048
055-14-21-008.00,2015 SCOTT ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/4/2018,121000,COVINGTON,C 6493/  29,39.0666,-84.5044
055-20-02-014.00,2231 GENEVIEVE DR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/6/2018,72100,COVINGTON,C 6496/ 308,39.0596,-84.5207
055-21-02-092.01,815 HIGHLAND AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/4/2018,129000,COVINGTON,C 6492/ 287,39.062,-84.5218
055-21-03-008.00,503-05 21ST ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/5/2018,70000,COVINGTON,C 6493/ 224,39.0635,-84.5114
055-23-02-010.00,217 21ST ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/17/2018,48200,COVINGTON,C 6503/   1,39.0646,-84.5089
055-23-02-019.00,2107 RUSSELL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/5/2018,64000,COVINGTON,C 6495/ 215,39.0646,-84.5082
055-23-05-016.00,2443 WARREN ST,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,9/25/2018,35000,COVINGTON,C 6508/ 296,39.0601,-84.5082
055-23-05-017.01,1 WARREN ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,9/25/2018,35000,COVINGTON,C 6508/ 296,39.06,-84.5081
055-23-09-035.00,2416 WARREN ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/11/2018,43200,COVINGTON,C 6498/ 338,39.0611,-84.5083
055-23-16-005.00,2219 SCOTT ST,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,9/5/2018,105000,COVINGTON,C 6495/ 113,39.0644,-84.5039
055-24-01-002.00,2726 IOWA AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/14/2018,75000,COVINGTON,C 6501/ 199,39.0535,-84.5089
055-24-01-019.00,2717 BIRCH AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/14/2018,70000,COVINGTON,C 6501/ 157,39.0537,-84.5085
055-31-03-037.00,1337 KENDALL ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,9/17/2018,35000,COVINGTON,C 6501/ 350,39.0761,-84.5023
055-31-03-038.00,1337 (REAR) KENDALL ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,9/17/2018,35000,COVINGTON,C 6501/ 350,39.0761,-84.5025
055-31-09-012.00,329 16TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/7/2018,11000,COVINGTON,C 6496/ 314,39.072,-84.501
055-32-01-007.00,1701 GARRARD ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,THREE FAMILY,9/25/2018,,COVINGTON,C 6508/ 238,39.0711,-84.5025
055-32-02-039.00,1812 GREENUP ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,9/25/2018,85000,COVINGTON,C 6509/ 174,39.0694,-84.5029
055-32-04-044.00,2011 GARRARD ST,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/25/2018,15000,COVINGTON,C 6508/ 186,39.0672,-84.5015
055-32-09-001.00,1723 MARYLAND AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/10/2018,30000,COVINGTON,C 6498/ 234,39.0707,-84.5002
055-32-11-001.00,1900-02 GARRARD ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,4-19 UNIT APARTMENTS,9/14/2018,150000,COVINGTON,C 6501/ 191,39.0687,-84.5014
055-32-11-005.00,1907 DENVER ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/25/2018,50000,COVINGTON,C 6508/ 256,39.0686,-84.501
055-32-13-008.00,1928 DENVER ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,9/28/2018,110000,COVINGTON,C 6511/ 197,39.0679,-84.5004
055-32-13-010.00,1924 DENVER ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,9/10/2018,69500,COVINGTON,C 6498/ 107,39.0681,-84.5002
055-32-16-009.00,1911 EASTERN AVE,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/24/2018,13000,COVINGTON,C 6508/  45,39.0689,-84.4989
055-32-21-003.00,511 DELMAR PL,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/10/2018,68000,COVINGTON,C 6498/ 239,39.0683,-84.4981
055-32-27-036.00,1913 GLENWAY AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/4/2018,53400,COVINGTON,C 6492/ 134,39.0688,-84.4966
055-41-08-011.00,29-31 26TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,9/10/2018,118000,COVINGTON,C 6498/ 260,39.0597,-84.501
056-11-03-004.00,3025 28TH ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/6/2018,52500,COVINGTON,C 6496/ 280,39.0498,-84.5145
056-11-07-062.00,2832 ASHLAND AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/17/2018,154900,COVINGTON,C 6502/  54,39.0495,-84.512
056-12-08-017.00,3316 CARLISLE AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/5/2018,65000,COVINGTON,C 6494/   5,39.0459,-84.5135
056-13-02-082.00,3124 BEECH AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/17/2018,85000,COVINGTON,C 6502/  33,39.0502,-84.5082
056-13-07-002.00,125 31ST ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/5/2018,115000,COVINGTON,C 6493/ 199,39.0513,-84.5067
056-13-08-007.00,111 32ND ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/25/2018,73000,COVINGTON,C 6508/ 249,39.0509,-84.5056
056-13-10-006.00,115 34TH ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/17/2018,118300,COVINGTON,C 6503/  15,39.0496,-84.505
056-13-12-015.00,20 30TH ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/6/2018,79000,COVINGTON,C 6495/ 350,39.0535,-84.5046
056-13-13-035.00,36 31ST ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,9/24/2018,40000,COVINGTON,C 6507/ 124,39.0525,-84.505
056-13-13-039.00,3012 ROGERS ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/14/2018,68000,COVINGTON,C 6501/ 147,39.0522,-84.5055
056-13-16-016.00,3310 ROGERS ST,TRANSCTION INVOLVNG NONTXBL ENTITY,5,SINGLE FAMILY,9/28/2018,108000,COVINGTON,C 6511/ 133,39.0504,-84.5042
056-31-01-006.00,3003 FRAZIER ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/11/2018,12000,COVINGTON,C 6499/ 140,39.0539,-84.5024
056-31-10-037.00,140 DANIELS ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/13/2018,32000,COVINGTON,C 6500/ 177,39.0512,-84.4997
056-31-20-008.00,3521 GLENN AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/26/2018,135000,COVINGTON,C 6510/  92,39.0487,-84.4981
056-31-23-002.00,113 SUMMIT AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/18/2018,84000,COVINGTON,C 6503/ 134,39.0496,-84.4957
056-32-10-002.00,3805 DECOURSEY AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/6/2018,121000,COVINGTON,C 6496/ 155,39.0459,-84.5017
056-32-11-015.00,3929 LINCOLN AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/17/2018,136500,COVINGTON,C 6502/  92,39.044,-84.501
056-32-25-020.00,3821 GLENN AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/28/2018,46900,COVINGTON,C 6510/ 267,39.0451,-84.4968
056-41-02-052.00,112 42ND ST E,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/4/2018,16000,COVINGTON,C 6492/ 209,39.042,-84.5014
056-41-04-063.00,4401-03 DECOURSEY AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/10/2018,55000,COVINGTON,C 6498/ 255,39.0392,-84.4969
056-42-01-032.00,202 46TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/28/2018,120000,COVINGTON,C 6510/ 319,39.0362,-84.4981
056-42-02-014.00,4535 DECOURSEY AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/10/2018,12000,COVINGTON,C 6498/ 154,39.0361,-84.4959
056-42-02-017.00,4541 DECOURSEY AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/5/2018,40000,COVINGTON,C 6495/  70,39.0358,-84.4959
056-42-02-023.00,4540 CLIFTON AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,9/5/2018,53300,COVINGTON,C 6495/  99,39.0359,-84.4962
056-43-01-008.00,321 44TH ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,9/13/2018,30000,COVINGTON,C 6500/ 180,39.0393,-84.4954
056-44-01-011.00,4535 HUNTINGTON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/10/2018,75000,COVINGTON,C 6498/   6,39.0361,-84.4949
056-44-06-007.00,4622 EUREKA AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/17/2018,87000,COVINGTON,C 6502/ 262,39.0345,-84.4937
059-20-00-090.07,3208 SENOUR RD,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,VACANT LAND,9/19/2018,40000,COVINGTON,I 4167/ 250,38.9696,-84.5134
059-20-00-090.08,3224 SENOUR RD,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,9/19/2018,97000,COVINGTON,I 4167/ 250,38.9696,-84.5128
059-30-00-061.00,644 MARNOAM DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/6/2018,136500,COVINGTON,I 4160/ 281,38.9793,-84.497
059-30-00-106.00,685 CLOVER DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,9/18/2018,145000,COVINGTON,I 4167/  58,38.9819,-84.5005
059-30-00-113.00,680 CLOVER DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,9/5/2018,125500,COVINGTON,I 4159/ 169,38.9826,-84.5005
059-40-00-396.00,5954 TAYLOR MILL RD,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,9/25/2018,30000,COVINGTON,I 4170/ 117,38.9767,-84.5012
040-10-01-007.02,357 ALTAMONT RD,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,8/8/2017,20100,COVINGTON,C 6220/ 205,39.092,-84.5367
040-10-01-018.00,371-73 ALTAMONT RD,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,8/17/2017,62000,COVINGTON,C 6227/ 132,39.0915,-84.5361
040-14-07-029.00,18 WEST ST,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,8/28/2017,36500,COVINGTON,C 6234/  77,39.0874,-84.5376
040-14-07-029.01,18 WEST ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,8/28/2017,36500,COVINGTON,C 6234/  77,39.0874,-84.5378
040-23-01-013.00,629 SUNSET CT,,9999,VACANT LAND,8/31/2017,25000,COVINGTON,C 6237/  60,39.0837,-84.5339
040-30-00-186.00,1249 HIGHWAY AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,8/17/2017,80000,COVINGTON,C 6226/ 258,39.0889,-84.5336
040-32-04-002.00,21 SWAIN CT,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,8/1/2017,100,COVINGTON,C 6215/  84,39.0913,-84.5324
040-32-05-005.00,1120 HIGHWAY AVE,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,8/1/2017,100,COVINGTON,C 6215/  84,39.0911,-84.531
040-32-05-006.00,8 SWAIN CT,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,8/1/2017,100,COVINGTON,C 6215/  84,39.0912,-84.5311
040-32-05-007.00,10 SWAIN CT,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,8/1/2017,100,COVINGTON,C 6215/  84,39.0913,-84.5313
040-32-06-001.00,18 RIVER RD,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,8/1/2017,100,COVINGTON,C 6215/  84,39.0919,-84.5313
040-32-06-003.00,12 RIVER RD,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,8/1/2017,100,COVINGTON,C 6215/  84,39.0917,-84.5308
040-34-04-001.00,400 3RD ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,OTHER RETAIL,8/18/2017,850000,COVINGTON,C 6228/  43,39.0882,-84.5179
040-41-11-006.00,407 WESTERN AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,8/15/2017,52000,COVINGTON,C 6225/ 100,39.086,-84.5253
040-43-13-009.00,723 MAIN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,8/1/2017,122400,COVINGTON,C 6214/ 311,39.0818,-84.5178
040-44-03-001.00,802-04-06 WESTERN AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,8/18/2017,25000,COVINGTON,C 6227/ 239,39.0809,-84.524
040-44-10-007.00,819-21 PHILADELPHIA ST,XFER BETWEEN AFFILIATED COMPANIES,18,4-19 UNIT APARTMENTS,8/2/2017,88000,COVINGTON,C 6216/ 271,39.0807,-84.5202
040-44-14-035.00,826-28 PERRY ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,8/9/2017,9500,COVINGTON,C 6221/ 173,39.0806,-84.5193
040-44-14-037.00,822 PERRY ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,8/23/2017,,COVINGTON,C 6230/ 243,39.0807,-84.5193
040-44-15-020.00,812 BAKEWELL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,8/4/2017,57000,COVINGTON,C 6217/ 271,39.0811,-84.5183
040-44-17-010.00,429 9TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,8/21/2017,410000,COVINGTON,C 6228/ 242,39.0797,-84.5186
040-44-18-012.00,939 YORK ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,8/7/2017,60000,COVINGTON,C 6219/  39,39.0786,-84.518
041-30-00-007.00,GRAYS PEAK,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,LAND/W MISCELLANEOUS IMPROVEMENT,8/11/2017,1000,COVINGTON,C 6223/  18,39.0724,-84.5224
041-30-02-008.44,1232 GRAYS PEAK,GOOD SALE/ARMS LENGTH TRANSACTION,0,LANDOMINIUM,8/23/2017,482500,COVINGTON,C 6231/ 261,39.0731,-84.5226
041-33-01-007.00,PIKE ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,VACANT LAND,8/11/2017,1000,COVINGTON,C 6223/  18,39.0751,-84.524
041-40-01-015.00,2249 DIANA PL,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,8/9/2017,122000,COVINGTON,C 6221/  86,39.054,-84.5209
041-40-50-010.00,814 TOKAY LN,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,8/17/2017,100000,COVINGTON,C 6227/ 108,39.0589,-84.5217
042-30-00-071.00,3200 MADISON PK,SALE PRICE NOT FAIR MARKET VALUE,19,GAS STATION/CONVENIENCE STORE,8/11/2017,14900,COVINGTON,C 6223/ 150,39.049,-84.5197
045-00-00-031.00,1224 HANDS PK,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,8/14/2017,56000,COVINGTON,I 3984/  28,38.9841,-84.5188
045-00-01-001.00,2573 EVERGREEN DR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,8/8/2017,118000,COVINGTON,I 3981/ 339,38.9882,-84.5198
045-00-01-111.00,9141 HAWKSRIDGE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,8/9/2017,126000,COVINGTON,I 3982/  84,38.9902,-84.5211
045-00-01-143.00,2491 LANDVIEW DR,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,8/30/2017,115000,COVINGTON,I 3992/ 299,38.9905,-84.5219
