PIDN,ADDRESS,SALE_TEXT,SALES_CODE,LANDUSE_TE,RECD_DATE,RECD_PRICE,CITY_TEXT,DEED,lat,long
055-23-14-009.00,2134 DONALDSON AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,11/2/2017,28000,COVINGTON,C 6286/   1,39.0646,-84.5058
055-24-07-020.00,48 28TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/13/2017,61000,COVINGTON,C 6293/  32,39.0545,-84.5062
055-31-01-013.00,1511 GARRARD ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,11/6/2017,50000,COVINGTON,C 6287/ 288,39.0738,-84.5029
055-31-04-015.00,312 15TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/13/2017,72200,COVINGTON,C 6292/  55,39.0748,-84.5021
055-31-07-013.00,1517 MARYLAND AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/6/2017,15000,COVINGTON,C 6288/ 299,39.0743,-84.4998
055-31-08-009.00,1546 NANCY ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,11/9/2017,24000,COVINGTON,C 6291/ 199,39.073,-84.5006
055-31-08-009.01,1548 NANCY ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,11/9/2017,24000,COVINGTON,C 6291/ 199,39.073,-84.5006
055-31-09-018.00,1609 MARYLAND AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/9/2017,40000,COVINGTON,C 6291/ 192,39.0718,-84.5
055-31-18-004.00,1522 EASTERN AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/6/2017,14500,COVINGTON,C 6288/ 216,39.0744,-84.4984
055-31-29-001.01,710 17TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,GARAGE,11/9/2017,64500,COVINGTON,C 6291/ 188,39.0718,-84.4959
055-31-29-004.00,706 17TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/9/2017,64500,COVINGTON,C 6291/ 188,39.0717,-84.496
055-31-29-004.01,708 17TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/9/2017,64500,COVINGTON,C 6291/ 188,39.0717,-84.4959
055-32-01-032.00,1730-32 GREENUP ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,11/13/2017,45000,COVINGTON,C 6293/   1,39.07,-84.5033
055-32-01-036.00,1722 GREENUP ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,11/27/2017,8000,COVINGTON,C 6301/ 307,39.0703,-84.5033
055-32-04-026.00,2030 MACKOY AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/9/2017,25000,COVINGTON,C 6291/ 184,39.0665,-84.5017
055-32-09-012.00,326 18TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/9/2017,20000,COVINGTON,C 6291/ 181,39.0706,-84.5009
055-32-11-002.00,1901 DENVER ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/20/2017,15300,COVINGTON,C 6297/ 217,39.0688,-84.501
055-32-13-001.00,329 DELMAR PL,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/28/2017,46600,COVINGTON,C 6303/ 129,39.0684,-84.5005
055-32-13-008.00,1928 DENVER ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,11/3/2017,103000,COVINGTON,C 6287/ 138,39.0679,-84.5004
055-32-27-022.00,1908 OAKLAND AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/22/2017,5000,COVINGTON,C 6299/ 320,39.069,-84.4972
055-32-28-017.00,1946 OAKLAND AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/17/2017,98000,COVINGTON,C 6296/ 345,39.0677,-84.4973
055-41-05-036.00,2223 EASTERN AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/1/2017,135900,COVINGTON,C 6284/ 199,39.064,-84.4989
055-41-09-007.00,215-17 LEVASSOR PL,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,4-19 UNIT APARTMENTS,11/17/2017,182000,COVINGTON,C 6296/ 312,39.061,-84.4997
055-41-12-005.00,2224 EASTERN AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,11/29/2017,192000,COVINGTON,C 6303/ 350,39.064,-84.498
055-42-08-018.00,2631 EASTERN AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/22/2017,122400,COVINGTON,C 6300/ 150,39.0583,-84.4996
056-11-01-030.00,2762 LATONIA AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/2/2017,36000,COVINGTON,C 6286/ 178,39.05,-84.5151
056-11-02-030.00,2754 DAKOTA AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/30/2017,63000,COVINGTON,C 6304/ 217,39.0506,-84.5145
056-11-03-004.00,3025 28TH ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/14/2017,34000,COVINGTON,C 6294/ 213,39.0498,-84.5145
056-11-07-047.00,3153 ROSINA AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/9/2017,100000,COVINGTON,C 6291/ 289,39.0499,-84.5114
056-12-08-003.00,3301 LATONIA AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,11/2/2017,12000,COVINGTON,C 6286/ 109,39.0466,-84.5134
056-12-14-012.00,3226 WATSON AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/22/2017,85000,COVINGTON,C 6300/   3,39.0474,-84.512
056-13-08-016.00,3211 ROGERS ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,THREE FAMILY,11/22/2017,60200,COVINGTON,C 6299/ 279,39.0508,-84.505
056-13-10-002.00,123 34TH ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/13/2017,11000,COVINGTON,C 6292/  12,39.0494,-84.5054
056-13-13-013.00,15 30TH ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/15/2017,75000,COVINGTON,C 6295/ 129,39.0533,-84.5041
056-13-13-014.00,13 30TH ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/15/2017,80000,COVINGTON,C 6295/ 123,39.0533,-84.504
056-13-17-003.00,3433 DECOURSEY AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,CONVENIENCE STORE,11/9/2017,22000,COVINGTON,C 6291/ 195,39.0499,-84.5034
056-14-14-020.00,16 41ST ST E,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,11/8/2017,93500,COVINGTON,C 6290/ 308,39.0432,-84.5046
056-23-02-001.00,4202 WINSTON AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,11/13/2017,125700,COVINGTON,C 6292/ 288,39.042,-84.5058
056-31-03-003.06,102 33RD ST E,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,11/14/2017,60100,COVINGTON,C 6294/ 198,39.052,-84.502
056-31-06-011.01,3525 CHURCH ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/17/2017,37000,COVINGTON,C 6297/   5,39.049,-84.5022
056-31-12-014.00,3519 LINCOLN AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/13/2017,129900,COVINGTON,C 6292/ 264,39.0491,-84.5009
056-32-12-030.00,120 41ST ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/6/2017,129900,COVINGTON,C 6288/  96,39.0429,-84.5011
056-32-20-037.00,3816 PARK AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,11/6/2017,115000,COVINGTON,C 6287/ 250,39.0457,-84.4989
056-32-22-028.00,312 41ST ST E,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,11/9/2017,79500,COVINGTON,C 6291/ 270,39.043,-84.4982
056-34-07-008.00,3906 GILBERT AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/29/2017,89700,COVINGTON,C 6303/ 308,39.0445,-84.4951
056-40-00-002.00,4506 CARROLL ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,11/20/2017,95000,COVINGTON,C 6297/ 178,39.0375,-84.4927
056-40-00-003.00,4508 CARROLL ST,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,11/20/2017,95000,COVINGTON,C 6297/ 178,39.0373,-84.4927
056-41-03-042.00,176 43RD ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/17/2017,57500,COVINGTON,C 6296/ 137,39.0408,-84.4984
056-41-04-031.00,107 43RD ST E,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,11/13/2017,119900,COVINGTON,C 6292/ 326,39.0407,-84.5021
056-41-05-018.00,4113 HUNTINGTON AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,11/30/2017,80500,COVINGTON,C 6304/ 131,39.0425,-84.4967
056-41-05-033.00,4116 DECOURSEY AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,11/16/2017,60000,COVINGTON,C 6295/ 345,39.0422,-84.4984
056-43-01-040.00,4436 DECOURSEY AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,11/1/2017,47000,COVINGTON,C 6284/ 217,39.0381,-84.4957
056-43-08-002.00,4401 MICHIGAN AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/20/2017,32000,COVINGTON,C 6297/ 186,39.0395,-84.4938
059-00-00-021.00,683 GARNER DR,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,11/14/2017,56000,COVINGTON,I 4029/  11,38.9845,-84.5014
059-30-00-098.00,692 WAYSKIN DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,11/30/2017,134000,COVINGTON,I 4036/ 141,38.9801,-84.5009
059-30-00-115.00,688 CLOVER DR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,11/13/2017,144000,COVINGTON,I 4028/ 101,38.9825,-84.501
059-30-00-118.00,5871 TAYLOR MILL RD,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,11/28/2017,111000,COVINGTON,I 4034/ 350,38.981,-84.5019
040-00-00-017.03,1331 PARKWAY AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/10/2018,103000,COVINGTON,C 6331/ 158,39.0874,-84.5364
040-13-00-001.11,312-16 BELLEVUE ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/24/2018,30000,COVINGTON,C 6340/  53,39.0914,-84.5351
040-14-00-050.00,1261 HIGHWAY AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/8/2018,125000,COVINGTON,C 6329/ 340,39.0889,-84.5341
040-32-01-002.00,1108 PARKWAY AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/24/2018,65000,COVINGTON,C 6340/ 141,39.0899,-84.5306
040-43-06-024.00,726 DALTON ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/23/2018,262000,COVINGTON,C 6339/  97,39.0819,-84.5206
040-43-10-031.00,710 PHILADELPHIA ST,NH SALE/CHANGED BY CONSTRUCTION,8,TWO FAMILY,1/5/2018,130000,COVINGTON,C 6329/  24,39.0822,-84.5198
040-44-14-026.00,508 9TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/9/2018,269000,COVINGTON,C 6330/ 171,39.08,-84.5191
043-00-03-005.12,2492 AMBRATO WAY,GOOD SALE/ARMS LENGTH TRANSACTION,0,GARAGE/PARKING SPACE,1/8/2018,15000,COVINGTON,I 4052/  71,39.009,-84.5242
043-00-03-005.13,2494 AMBRATO WAY,SALE $ INCL> 1 PROPERTY,11,GARAGE/PARKING SPACE,1/12/2018,206500,COVINGTON,I 4054/ 336,39.009,-84.5241
045-00-01-247.00,9274 HAWKSRIDGE DR,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/30/2018,128000,COVINGTON,I 4061/ 249,38.9886,-84.5238
045-10-01-099.00,2188 GRIBBLE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/23/2018,170000,COVINGTON,I 4059/ 126,38.9802,-84.5363
045-10-01-119.00,4369 SIFFEL CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/25/2018,140000,COVINGTON,I 4060/  79,38.9821,-84.5363
045-10-01-163.00,2227 FEDDERS CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/8/2018,213900,COVINGTON,I 4053/  37,38.9774,-84.5349
045-30-00-001.41,2648 RIDGECREST LN,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/30/2018,122500,COVINGTON,I 4061/ 253,38.9864,-84.5157
045-30-00-001.50,9113 TAMARACK DR,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/30/2018,124000,COVINGTON,I 4061/ 137,38.9858,-84.5167
045-30-00-113.00,26 WATERSIDE WAY,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/8/2018,128500,COVINGTON,I 4052/ 299,38.9805,-84.5252
045-40-00-015.00,2850 SUGAR CAMP RD,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/23/2018,90000,COVINGTON,I 4059/  88,38.9689,-84.5246
045-40-00-043.00,23 FERNDALE CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/17/2018,137000,COVINGTON,I 4057/  19,38.9764,-84.5269
045-40-00-056.00,157 MEADOW HILL DR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,1/22/2018,90700,COVINGTON,I 4058/  62,38.9757,-84.525
054-21-04-017.00,245 PERSHING AVE,VACANT LOTS & LAND SALES,21,VACANT LAND,1/24/2018,500,COVINGTON,C 6340/ 163,39.0834,-84.5154
054-21-17-021.00,108-10 5TH ST W,SALE $ INCL> 1 PROPERTY,11,4-19 UNIT APARTMENTS,1/3/2018,895000,COVINGTON,C 6327/  65,39.0858,-84.5129
054-21-17-022.00,104-06 5TH ST W,SALE $ INCL> 1 PROPERTY,11,4-19 UNIT APARTMENTS,1/3/2018,895000,COVINGTON,C 6327/  65,39.0858,-84.5131
054-22-03-001.00,516 12TH ST W,TRANSCTION INVOLVNG NONTXBL ENTITY,5,SINGLE FAMILY,1/25/2018,102000,COVINGTON,C 6341/  81,39.0765,-84.5176
054-22-07-023.00,410 PIKE ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,RETAIL W/APARTMENTS,1/19/2018,85000,COVINGTON,C 6337/ 276,39.0792,-84.5166
054-22-07-031.00,914 MAIN ST,NH SALE/CHANGED BY CONSTRUCTION,8,TWO FAMILY,1/22/2018,200000,COVINGTON,C 6339/  51,39.0797,-84.517
054-22-13-024.00,1008 LEE ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,RETAIL W/APARTMENTS,1/19/2018,103000,COVINGTON,C 6337/ 337,39.0791,-84.5159
054-22-32-019.00,1040 BANKLICK ST,VACANT LOTS & LAND SALES,21,VACANT LAND,1/26/2018,2000,COVINGTON,C 6341/ 254,39.0788,-84.5128
054-22-38-009.00,113 ROBBINS ST W,,9999,SINGLE FAMILY,1/31/2018,267000,COVINGTON,C 6344/ 220,39.0794,-84.5113
054-22-38-028.00,1020 RUSSELL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/22/2018,275000,COVINGTON,C 6338/  63,39.0794,-84.5121
054-24-06-002.00,9-11 9TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,1/26/2018,50000,COVINGTON,C 6342/   8,39.0812,-84.509
055-11-25-008.00,1421 BANKLICK ST,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,1/26/2018,5000,COVINGTON,C 6341/ 164,39.074,-84.5122
055-11-27-011.00,1623 BANKLICK ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,37700,COVINGTON,C 6336/   1,39.0702,-84.5113
055-11-31-030.00,1538 BANKLICK ST,,9999,SINGLE FAMILY,1/31/2018,27000,COVINGTON,C 6344/  23,39.0721,-84.5113
055-12-02-056.00,612 HIGHLAND AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/17/2018,50000,COVINGTON,C 6336/   1,39.0652,-84.5153
055-12-05-001.01,1602-A MONROE ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,1/19/2018,178000,COVINGTON,C 6337/ 234,39.0694,-84.5169
055-12-05-033.00,1616 MONROE ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/19/2018,47000,COVINGTON,C 6337/  85,39.0687,-84.5163
055-12-05-038.00,1606 MONROE ST,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,1/19/2018,178000,COVINGTON,C 6337/ 234,39.0693,-84.5168
055-12-10-005.00,1805 EUCLID AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/17/2018,130000,COVINGTON,C 6336/ 131,39.0676,-84.5137
055-13-11-019.01,1345 GREENUP ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/30/2018,185000,COVINGTON,C 6342/ 306,39.0753,-84.505
055-14-01-026.00,1720 BANKLICK ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/16/2018,24000,COVINGTON,C 6334/ 138,39.0693,-84.5106
055-14-01-029.00,1714 BANKLICK ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/22/2018,24700,COVINGTON,C 6338/ 171,39.0695,-84.5106
055-14-02-007.00,1809 RUSSELL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/29/2018,79900,COVINGTON,C 6342/ 197,39.0681,-84.5103
055-14-22-019.00,19 WALLACE AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,4-19 UNIT APARTMENTS,1/3/2018,280000,COVINGTON,C 6327/  83,39.0651,-84.5044
055-14-22-020.00,21 WALLACE AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,4-19 UNIT APARTMENTS,1/3/2018,280000,COVINGTON,C 6327/  83,39.0651,-84.5043
055-14-24-002.00,103 18TH ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,TWO FAMILY,1/17/2018,50000,COVINGTON,C 6335/ 140,39.0695,-84.5045
055-14-26-004.00,1907 GREENUP ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,55000,COVINGTON,C 6336/   1,39.0682,-84.5035
055-20-06-001.09,2401 ROSE LN,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/23/2018,140000,COVINGTON,C 6339/ 319,39.0553,-84.5175
055-21-01-188.00,651 POINTE BENTON LN,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/23/2018,270000,COVINGTON,C 6339/ 224,39.0633,-84.5143
055-23-08-007.00,2317 HERMAN ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/29/2018,55000,COVINGTON,C 6342/  75,39.0619,-84.5086
055-31-08-005.00,1549 NANCY ST,NH SALE/CHANGED BY CONSTRUCTION,8,TWO FAMILY,1/17/2018,25900,COVINGTON,C 6336/  27,39.0729,-84.5011
055-32-04-096.00,2032 GREENUP ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,67000,COVINGTON,C 6336/   1,39.0664,-84.5024
055-32-06-004.00,117 WALLACE AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,4-19 UNIT APARTMENTS,1/4/2018,240000,COVINGTON,C 6328/ 120,39.065,-84.5028
055-32-29-017.00,608 21ST ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/16/2018,168500,COVINGTON,C 6335/  88,39.0671,-84.4969
055-41-05-003.00,216 24TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,1/22/2018,35000,COVINGTON,C 6338/ 147,39.063,-84.5012
055-41-05-032.00,2213 EASTERN AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,1/4/2018,50000,COVINGTON,C 6328/ 115,39.0645,-84.499
056-11-02-020.00,2749 ALEXANDRIA AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/17/2018,52600,COVINGTON,C 6336/ 105,39.0509,-84.5143
056-11-03-032.00,2804 LATONIA AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/5/2018,57500,COVINGTON,C 6329/   2,39.0497,-84.5149
056-11-04-002.00,717 SOUTHERN AVE W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,60000,COVINGTON,C 6336/   1,39.0486,-84.5139
056-11-04-011.00,3124 LATONIA AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,1/30/2018,80000,COVINGTON,C 6343/ 142,39.0482,-84.5137
056-11-06-036.00,2812 ABERDEEN AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/22/2018,106000,COVINGTON,C 6338/ 215,39.0501,-84.5133
056-11-07-027.00,411 AUBURN AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,49000,COVINGTON,C 6336/   1,39.0517,-84.5115
056-13-01-011.00,3133 CLIFFORD AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/30/2018,104900,COVINGTON,C 6342/ 325,39.0507,-84.5101
056-14-01-002.00,515 33RD ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/30/2018,55000,COVINGTON,C 6342/ 288,39.0475,-84.5109
056-23-03-022.00,4309 CHURCH ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/9/2018,55000,COVINGTON,C 6330/  57,39.0406,-84.5028
056-31-10-014.00,121 33RD ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,60000,COVINGTON,C 6336/   1,39.0519,-84.5008
056-31-17-007.00,314 33RD ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,41500,COVINGTON,C 6336/   1,39.0534,-84.4988
056-32-08-008.00,110 38TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/4/2018,65000,COVINGTON,C 6327/ 206,39.0465,-84.5009
056-32-15-010.00,3815 PARK AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/26/2018,90000,COVINGTON,C 6341/ 289,39.0456,-84.4995
056-32-20-033.00,308 39TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/30/2018,77500,COVINGTON,C 6343/  57,39.0453,-84.4989
056-32-22-004.00,309 40TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,RETAIL W/APARTMENTS,1/8/2018,27000,COVINGTON,C 6329/ 137,39.0433,-84.4988
056-32-23-034.00,3912 HUNTINGTON AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,57500,COVINGTON,C 6336/   1,39.0446,-84.4972
056-34-01-004.00,3618 PARK DR,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,52000,COVINGTON,C 6336/   1,39.0483,-84.4958
056-34-07-004.00,3918 GILBERT AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,1/23/2018,64700,COVINGTON,C 6340/  30,39.0441,-84.495
056-41-02-031.00,166 42ND ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,1/8/2018,50000,COVINGTON,C 6329/ 166,39.0417,-84.4988
056-41-08-006.00,315 43RD ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,1/16/2018,32000,COVINGTON,C 6334/ 322,39.041,-84.4968
056-41-09-003.00,4331 MCKEE AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/24/2018,60000,COVINGTON,C 6340/ 133,39.04,-84.4965
056-42-01-021.00,227 ROSEDALE CT,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/16/2018,35000,COVINGTON,C 6334/ 301,39.0361,-84.4968
056-43-01-024.00,4439 HUNTINGTON AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,41700,COVINGTON,C 6336/   1,39.038,-84.4951
056-43-07-005.00,4344 VERMONT AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,1/22/2018,132000,COVINGTON,C 6338/ 293,39.0399,-84.4942
059-30-00-082.00,632 WAYSKIN DR,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,1/17/2018,100000,COVINGTON,I 4056/ 305,38.9801,-84.4955
059-30-10-056.00,5847 SOUTHPOINTE LN,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,1/18/2018,305000,COVINGTON,I 4057/ 196,38.9831,-84.4938
040-14-06-005.00,1311 ALBERTA ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,2/22/2017,27000,COVINGTON,C 6100/ 342,39.0907,-84.5359
040-14-07-030.01,1305 PARKWAY AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,TWO FAMILY,2/22/2017,10000,COVINGTON,C 6101/   5,39.0883,-84.5357
040-30-00-166.00,955 SPRING ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,2/10/2017,37900,COVINGTON,C 6095/  29,39.089,-84.53
040-30-01-020.04,1114 FOREST AVE,TRANSCTION INVOLVNG NONTXBL ENTITY,5,VACANT LAND,2/24/2017,3200,COVINGTON,C 6103/  56,39.0871,-84.5331
040-32-02-013.00,1211 HIGHWAY AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,2/3/2017,115000,COVINGTON,C 6089/ 256,39.0902,-84.5315
040-43-05-010.00,637 PHILADELPHIA ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,2/3/2017,360000,COVINGTON,C 6089/ 154,39.0828,-84.5203
